# Model Parameters for Reconstruction:
# exp_name: 3q_d512_h4_moe
# num_qubits: 3
# d_model: 512
# use_physics_mask: False
# pooling_type: cls
# mlp_type: mixture_of_experts
# matrix_dim: 8
# device: cuda:0
# batch_size: 512
# epochs: 100
# lr: 0.0001
# train_ratio: 0.8
# val_ratio: 0.1
# pytorch_version: 2.5.1+cu121
# mask_threshold: 1.0
# dummy_test: False
# nhead: 4
# use_cls_token: True
# data_folder: Decoded_Tokens
# labels_path: Label/magic_labels_for_input_for_3_qubits_mixed_10000_datapoints.npy
# experiment_info: {'exp_name': '3q_d512_h4_moe', 'timestamp': '20250902_203848', 'exp_dir': 'experiments/3q_d512_h4_moe_20250902_203848', 'model_path': 'models/best_3q_d512_h4_moe_20250902_203848.pth', 'log_path': 'experiments/3q_d512_h4_moe_20250902_203848/3q_d512_h4_moe.csv'}
# training_started: 2025-09-02T20:38:48.624055
#
epoch,split,mse,mae,r2,spearman,pearson,lr,loss,acc@0.01,acc@0.05,acc@0.1,acc@0.2,acc@0.3,acc@0.4,acc@0.5
1,val,0.019482150673866272,0.11300506442785263,-0.10617899894714355,0.19489890222638637,0.22051793,0.0001,0.019460598938167095,0.059,0.291,0.515,0.824,0.986,1.0,1.0
2,val,0.01761411689221859,0.11488576233386993,-0.00011372566223144531,0.21043085649643264,0.2149423,0.0001,0.017598877660930157,0.039,0.198,0.431,0.885,0.998,1.0,1.0
3,val,0.017607875168323517,0.11496511846780777,0.00024062395095825195,0.2969206391466558,0.313312,0.0001,0.01759276259690523,0.037,0.198,0.433,0.884,0.998,1.0,1.0
4,val,0.017830053344368935,0.11795329302549362,-0.012374401092529297,0.34983759147144955,0.39445722,0.0001,0.017817584797739983,0.029,0.172,0.403,0.892,1.0,1.0,1.0
5,val,0.017825858667492867,0.117943175137043,-0.012136220932006836,0.4956364796383864,0.536901,0.0001,0.017813395708799362,0.028,0.172,0.403,0.892,1.0,1.0,1.0
6,val,0.01797245442867279,0.11883549392223358,-0.020459771156311035,0.6341947473873879,0.64276755,0.0001,0.017960690893232822,0.022,0.17,0.401,0.888,1.0,1.0,1.0
7,val,0.01777445152401924,0.1176629364490509,-0.009217381477355957,0.7467829411457921,0.71634316,0.0001,0.01776185818016529,0.029,0.173,0.402,0.891,1.0,1.0,1.0
8,val,0.017822515219449997,0.11810237169265747,-0.011946439743041992,0.7593438713896727,0.6115104,0.0001,0.017810428515076637,0.024,0.17,0.4,0.893,1.0,1.0,1.0
9,val,0.01818043738603592,0.12000737339258194,-0.03226888179779053,0.6123797989140538,0.48487625,0.0001,0.01817007176578045,0.021,0.151,0.389,0.894,1.0,1.0,1.0
10,val,0.017647424712777138,0.11804009974002838,-0.002004861831665039,0.5408581764807511,0.4773122,0.0001,0.017637201584875584,0.021,0.161,0.409,0.896,1.0,1.0,1.0
11,val,0.014723364263772964,0.10317469388246536,0.16402065753936768,0.4814526734526735,0.47362053,0.0001,0.014717525336891413,0.053,0.24,0.503,0.916,0.999,1.0,1.0
12,val,0.014356598258018494,0.10321405529975891,0.18484526872634888,0.5653006289965309,0.52025604,0.0001,0.014350342098623514,0.045,0.231,0.487,0.94,1.0,1.0,1.0
13,val,0.011768994852900505,0.08758541196584702,0.3317670226097107,0.7026573147652868,0.69495785,0.0001,0.011779907159507275,0.071,0.339,0.65,0.933,0.997,1.0,1.0
14,val,0.005904494784772396,0.05914019048213959,0.6647480726242065,0.8127055167055168,0.81562996,0.0001,0.005903058918192983,0.124,0.527,0.824,0.987,1.0,1.0,1.0
15,val,0.00633138557896018,0.062448278069496155,0.6405096054077148,0.8423959343959345,0.84853536,0.0001,0.006334279663860798,0.111,0.476,0.817,0.978,1.0,1.0,1.0
16,val,0.005113495979458094,0.05545885115861893,0.7096602916717529,0.8601782961782962,0.86945546,0.0001,0.005113921128213406,0.098,0.549,0.858,0.983,0.999,1.0,1.0
17,val,0.003926622215658426,0.04778382182121277,0.7770498991012573,0.8755007755007755,0.88746756,0.0001,0.003925112076103687,0.135,0.642,0.903,0.993,1.0,1.0,1.0
18,val,0.006236773915588856,0.06463740766048431,0.6458815932273865,0.88998262998263,0.8985873,0.0001,0.0062388270162045956,0.083,0.426,0.809,0.986,1.0,1.0,1.0
