layer,target,target_type,n_samples,r2_macro,mae_macro,rmse_macro,pearson,spearman,fro_rmse
enc_01_post,r_bloch_A,vec3,50000,0.896261482612695,0.09555530303736966,0.12324737175891388,,,
enc_00_post,r_bloch_A,vec3,50000,0.5200234222165381,0.21544786798760018,0.27216731150313545,,,
mlp_gating_post,r_bloch_A,vec3,50000,0.0053054685156820325,0.33044118377086246,0.4007561215542968,,,
mlp_expert_00_post,r_bloch_A,vec3,50000,0.003507247914073419,0.33091948274108346,0.4011147878184594,,,
mlp_expert_01_post,r_bloch_A,vec3,50000,0.000498598026785572,0.3314553927919582,0.40172365993357495,,,
mlp_expert_02_post,r_bloch_A,vec3,50000,0.0003637162453760852,0.3314313949615941,0.4017501642149341,,,
enc_03_post,s_bloch_B,vec3,50000,0.9568665980543828,0.06456927747863368,0.0822210606007837,,,
mlp_in_pre,s_bloch_B,vec3,50000,0.9568665980543828,0.06456927747863368,0.0822210606007837,,,
mlp_expert_00_pre,s_bloch_B,vec3,50000,0.9568329957333072,0.06459771881651165,0.08225249461111055,,,
mlp_expert_01_pre,s_bloch_B,vec3,50000,0.9568329957333072,0.06459771881651165,0.08225249461111055,,,
mlp_expert_02_pre,s_bloch_B,vec3,50000,0.9568329957333072,0.06459771881651165,0.08225249461111055,,,
mlp_gating_pre,s_bloch_B,vec3,50000,0.9568329957333072,0.06459771881651165,0.08225249461111055,,,
mlp_in_post,s_bloch_B,vec3,50000,0.9568329957333072,0.06459771881651165,0.08225249461111055,,,
enc_02_post,s_bloch_B,vec3,50000,0.9561654842397188,0.0649549831680689,0.08360564946340455,,,
enc_01_post,s_bloch_B,vec3,50000,0.932415486697956,0.07952662694658823,0.10292981217673007,,,
enc_00_post,s_bloch_B,vec3,50000,0.4338420540467391,0.23389910003184947,0.28956458004610497,,,
mlp_gating_post,s_bloch_B,vec3,50000,0.005374653818340754,0.33038156514191397,0.40088666487640773,,,
mlp_expert_00_post,s_bloch_B,vec3,50000,0.00204519175429733,0.3309740920968412,0.4015556778443579,,,
mlp_expert_02_post,s_bloch_B,vec3,50000,0.001306582351082534,0.3310694336511771,0.40170368654450356,,,
mlp_expert_01_post,s_bloch_B,vec3,50000,0.0009502710738472642,0.33106675148635806,0.40177563696247737,,,
