layer,target,target_type,n_samples,r2_macro,mae_macro,rmse_macro,pearson,spearman,fro_rmse
mlp_post_05_linear_post,purity_scalar,scalar,50000,0.7913357393229665,0.05985481830619973,0.07790864363541258,0.8895710318485184,0.7878286375515197,
mlp_post_07_linear_pre,purity_scalar,scalar,50000,0.7624795289888693,0.06295074088186381,0.08312126249738226,0.8732007517452716,0.7768781061675534,
mlp_post_07_linear_post,purity_scalar,scalar,50000,0.6481897826692482,0.07587122607732052,0.10116163318330497,0.8051024806142717,0.7145087305000541,
mlp_post_09_linear_post,purity_scalar,scalar,50000,0.5044498315855183,0.0977614266779284,0.12006195811190408,0.7102463181582459,0.6748116519630666,
enc_02_post,r_bloch_A,vec3,50000,0.9083114356611214,0.09197591985116432,0.11722198607970262,,,
mlp_fe0_post,r_bloch_A,vec3,50000,0.8813263608276807,0.10668198583064885,0.13551974518215942,,,
mlp_fe0_pre,r_bloch_A,vec3,50000,0.8813262801567957,0.10668267554071033,0.13551978116810295,,,
mlp_in_post,r_bloch_A,vec3,50000,0.8813262801567957,0.10668267554071033,0.13551978116810295,,,
enc_03_post,r_bloch_A,vec3,50000,0.8813093514313364,0.10669377956849875,0.1355308889391243,,,
mlp_in_pre,r_bloch_A,vec3,50000,0.8813093514313364,0.10669377956849875,0.1355308889391243,,,
enc_01_post,r_bloch_A,vec3,50000,0.7671838134504069,0.13476264219457496,0.1694653753859181,,,
mlp_fe2_pre,r_bloch_A,vec3,50000,0.6151988619711094,0.1970839423185052,0.24872678037135443,,,
mlp_post_00_ln_pre,r_bloch_A,vec3,50000,0.6090263594300773,0.19967793115817004,0.25075446870206236,,,
mlp_fe2_post,r_bloch_A,vec3,50000,0.6090233091145368,0.19967074127242265,0.2507554575611884,,,
mlp_post_00_ln_post,r_bloch_A,vec3,50000,0.6044600146684717,0.20086217473835422,0.2521616122519605,,,
mlp_post_01_linear_pre,r_bloch_A,vec3,50000,0.6044600146684717,0.20086217473835422,0.2521616122519605,,,
mlp_attn_post,r_bloch_A,vec3,50000,0.5866986068941061,0.20545572409128585,0.25785636966402303,,,
enc_00_post,r_bloch_A,vec3,50000,0.5166262634506423,0.21826581695742645,0.27275988819334146,,,
mlp_post_01_linear_post,r_bloch_A,vec3,50000,0.3877868859899854,0.2523335198371217,0.3142351964062221,,,
mlp_post_03_ln_pre,r_bloch_A,vec3,50000,0.27104137126237654,0.2759394172983407,0.34296857670164016,,,
mlp_post_03_ln_post,r_bloch_A,vec3,50000,0.2538391313748518,0.27956364415473556,0.3469968952058991,,,
mlp_post_05_linear_pre,r_bloch_A,vec3,50000,0.2538391313748518,0.27956364415473556,0.3469968952058991,,,
mlp_post_05_linear_post,r_bloch_A,vec3,50000,0.1227440070680702,0.30687728366153566,0.3764371180572273,,,
mlp_post_07_linear_pre,r_bloch_A,vec3,50000,0.07957865456197506,0.31572339121238674,0.38566766953959225,,,
mlp_post_07_linear_post,r_bloch_A,vec3,50000,0.03557702957921505,0.32437127089412626,0.3947887150984184,,,
mlp_post_09_linear_post,r_bloch_A,vec3,50000,-8.656630907803257e-05,0.3312888390839127,0.40202529933620673,,,
enc_02_post,s_bloch_B,vec3,50000,0.8962286244250953,0.0988138199187581,0.12679756427523706,,,
mlp_fe0_post,s_bloch_B,vec3,50000,0.8737860278554318,0.11051598275864803,0.14076997324137538,,,
mlp_fe0_pre,s_bloch_B,vec3,50000,0.8737858917772615,0.1105158179725581,0.14077005100406867,,,
mlp_in_post,s_bloch_B,vec3,50000,0.8737858917772615,0.1105158179725581,0.14077005100406867,,,
enc_03_post,s_bloch_B,vec3,50000,0.8737495392322857,0.11053221303086729,0.14078807184444211,,,
mlp_in_pre,s_bloch_B,vec3,50000,0.8737495392322857,0.11053221303086729,0.14078807184444211,,,
enc_01_post,s_bloch_B,vec3,50000,0.82665173972235,0.11682632638949715,0.1497231342331771,,,
mlp_fe2_pre,s_bloch_B,vec3,50000,0.6519588544902589,0.1868651110540668,0.23624795267601603,,,
mlp_post_00_ln_post,s_bloch_B,vec3,50000,0.6472219781906283,0.18915985364500718,0.23790801587539132,,,
mlp_post_01_linear_pre,s_bloch_B,vec3,50000,0.6472219781906283,0.18915985364500718,0.23790801587539132,,,
mlp_post_00_ln_pre,s_bloch_B,vec3,50000,0.6471568744334114,0.18906580631498526,0.23796223130272687,,,
mlp_fe2_post,s_bloch_B,vec3,50000,0.6471516107652872,0.18906076175719647,0.23796398861190213,,,
mlp_attn_post,s_bloch_B,vec3,50000,0.6253364660249329,0.19520473749730774,0.2453524413734484,,,
mlp_post_01_linear_post,s_bloch_B,vec3,50000,0.4632979289327615,0.23502299443399102,0.29412254893734796,,,
enc_00_post,s_bloch_B,vec3,50000,0.3286399211316318,0.2597266088163303,0.32195524876500126,,,
mlp_post_03_ln_pre,s_bloch_B,vec3,50000,0.28156634529291485,0.2735288864671052,0.34047055628342876,,,
mlp_post_03_ln_post,s_bloch_B,vec3,50000,0.2594622039517121,0.2781721388221226,0.34572559683041315,,,
mlp_post_05_linear_pre,s_bloch_B,vec3,50000,0.2594622039517121,0.2781721388221226,0.34572559683041315,,,
mlp_post_05_linear_post,s_bloch_B,vec3,50000,0.12756759188566627,0.3064441522515506,0.3753745600921836,,,
mlp_post_07_linear_pre,s_bloch_B,vec3,50000,0.0784396033707649,0.3159232515070185,0.38586166464052435,,,
mlp_post_07_linear_post,s_bloch_B,vec3,50000,0.03467126011006524,0.3244592165043753,0.3949231252434822,,,
mlp_post_09_linear_post,s_bloch_B,vec3,50000,-9.667471801747911e-05,0.33160071127486135,0.4019860037189719,,,
