sample_id,S_rho_bits,purity_scalar,Hinf_bits,r_bloch_A,s_bloch_B,T_corr,CHSH_bound_max,T_fro_norm,C_rel_bits,C_conc,N_neg
0,0.7593933957897694,0.6572747120205557,0.35767081915466964,[ 0.36389414 -0.03936622 -0.4638847 ],[-0.01766927  0.77702566  0.10994638],"[[-0.0580898   0.37901428  0.4906049 ]
 [ 0.02912175 -0.20297239 -0.01103066]
 [-0.21500654 -0.41852296 -0.11178397]]",1.613878705337046,0.8147219776565137,1.0671080679464804,0.2533204264573323,0.08046601113544849
1,2.818025553910883e-15,0.9999999999999998,-0.0,[ 0.29426879 -0.42410084 -0.25407752],[ 0.23246052 -0.45801705  0.25921714],"[[-0.43300788 -0.61832398  0.431002  ]
 [-0.66304265  0.2581822  -0.58529214]
 [-0.30968611  0.65558065  0.45590884]]",2.58378711556272,1.5290447767393733,1.6228779787157792,0.8179174351583184,0.40895872794115173
2,0.9500918222435017,0.5341929254981932,0.6648519195775865,[-0.43580159  0.16837644 -0.23594033],[0.49530141 0.0170893  0.21455264],"[[-0.14795826 -0.06131366 -0.51000503]
 [ 0.01353854 -0.3703841  -0.3156816 ]
 [ 0.05263307 -0.20334225 -0.06545869]]",1.5114570312078701,0.7557657325400445,0.9757298759378044,0.2799679065151566,0.08117341141892198
3,1.0375527654309006e-14,1.0,-0.0,[-0.22389273 -0.76994385 -0.50556996],[0.39570678 0.67261182 0.53810033],"[[ 0.09813095 -0.37634872 -0.01781678]
 [-0.26550966 -0.49826573 -0.61278622]
 [-0.42180128 -0.40491615 -0.12322785]]",2.0990069342196107,1.09677484241343,1.551006220854401,0.3185239746670051,0.1592619912875496
4,0.5374135669451633,0.7845291548009556,0.18905555797826876,[ 0.61106321  0.31320515 -0.44466259],[ 0.24246192  0.48600366 -0.36800979],"[[-0.11060111  0.40605185 -0.35172774]
 [ 0.20274503  0.43863438  0.08088216]
 [-0.46710417 -0.21059163  0.48484193]]",1.897166279836728,1.0190571820914154,1.1119470199484351,0.394194931982452,0.17037327788179668
5,7.485787894075474e-15,1.0000000000000004,-0.0,[-0.62549705 -0.16842472 -0.74771582],[ 0.3875302  -0.87881121  0.23707294],"[[-0.3039616   0.51375129 -0.23710995]
 [ 0.05360229  0.18506323 -0.1120397 ]
 [-0.27608226  0.70386645 -0.09347282]]",2.0211953041942237,1.021085319083763,1.4927540330451405,0.1459712713804171,0.07298563972487115
6,3.638837363602982e-15,0.9999999999999996,6.406853007629837e-16,[ 0.24739525  0.44587407 -0.71128576],[ 0.65714796 -0.32980852 -0.47467717],"[[ 0.12135063 -0.52945942  0.01468429]
 [ 0.13822671 -0.19367018 -0.61339498]
 [-0.79503165  0.15812248  0.28794768]]",2.2217690924970803,1.211663711674015,1.4212806914338407,0.48380209342296515,0.2419010516170944
7,2.3084977438450295e-15,1.0000000000000004,-0.0,[-0.57657501  0.49790907 -0.09068152],[ 0.62156013 -0.33009562  0.30540993],"[[-0.37843417  0.66342459 -0.40064799]
 [ 0.75919678  0.14914304  0.24640355]
 [-0.27958806  0.24085672  0.5324156 ]]",2.376067902626012,1.3501293785948028,1.6309554591997255,0.6414239246072647,0.32071196948055813
8,0.12981789785731168,0.9647284955058635,0.026143736583664593,[-0.84610664  0.03428501 -0.04899567],[-0.57614027 -0.26041914 -0.59550547],"[[ 0.65417732  0.31331083  0.63363283]
 [ 0.32733276 -0.21083681 -0.27290667]
 [-0.04361513 -0.37779104  0.29453608]]",2.1648407568315853,1.1768852960360103,1.512021724572349,0.46327731047456616,0.22944593680154157
9,2.6370453024982426e-15,1.0,-0.0,[ 0.54380553 -0.19741515  0.74897585],[-0.70603017 -0.50226095  0.38068014],"[[-0.29250176 -0.52773521  0.1897385 ]
 [ 0.04815082  0.04260978 -0.37306383]
 [-0.71759375 -0.27619556  0.27217278]]",2.1017497239676195,1.099397994858542,1.4374542127547587,0.3230138869285036,0.1615069468703214
10,0.49464939112149536,0.80691828666741,0.16530720148684708,[0.30187597 0.28078065 0.33646181],[0.37577227 0.20057444 0.40484367],"[[ 0.24769667  0.13896515  0.65913666]
 [ 0.2272686   0.74142016  0.02015964]
 [ 0.68942496 -0.0814819  -0.01824737]]",2.246720712905538,1.2645815208842626,1.2758755236749841,0.6388197965133985,0.29151318980111496
11,0.7105663988025623,0.6867942267563736,0.311847554342936,[ 0.57977435 -0.08368317 -0.154366  ],[ 0.33893192  0.07887418 -0.38617128],"[[ 0.52594693  0.1159248  -0.4760224 ]
 [-0.38150303 -0.5542471   0.10481921]
 [ 0.16083529 -0.1400878   0.29002161]]",1.9931935958803828,1.053557138782274,1.115808634911551,0.34225732488539495,0.16825718251666988
12,4.145285810068488e-15,0.9999999999999996,8.008566259537297e-16,[-0.36190208  0.55800421 -0.23845961],[-0.36255327  0.32761213 -0.51032364],"[[ 0.41699657  0.30090583  0.60608403]
 [-0.0926873   0.66596211 -0.60005619]
 [ 0.67064372 -0.27216734 -0.18390249]]",2.45013893601419,1.4147757429664864,1.6458751642599132,0.7076688430127763,0.35383442506460094
13,6.6206132605893465e-15,1.0000000000000004,1.6017132519074588e-16,[ 0.08892431 -0.70463905 -0.34546856],[ 0.04489374 -0.33261814 -0.71492795],"[[ 0.59730163  0.09866861 -0.13278005]
 [ 0.07375009  0.15440562  0.91840284]
 [-0.12662889  0.67326517  0.16203522]]",2.346254670429319,1.3238034179045226,1.4897112526111616,0.6133740568357132,0.3066870329129713
14,1.211233751421867e-14,1.0000000000000002,-0.0,[ 0.09787807 -0.98545826  0.05610455],[-0.36078325 -0.91509034  0.12767513],"[[-0.12866855 -0.06592082 -0.06944887]
 [ 0.3480415   0.9214562  -0.13060532]
 [-0.09284528 -0.01036484  0.10278241]]",2.0160795410706784,1.0160159240690465,1.979206639775913,0.12705973753278976,0.0635298728570648
15,4.18101513028607e-15,0.9999999999999998,3.203426503814918e-16,[-0.05205349  0.84625205  0.34646259],[-0.79183569  0.43657521 -0.14589977],"[[-0.08133054 -0.14318112  0.36973727]
 [-0.86388566  0.30806814 -0.18986757]
 [-0.18762262  0.48610974  0.09819865]]",2.1550977467990293,1.1498796237559508,1.8772873032035673,0.40138705093925514,0.20069353163752135
16,2.582051093199746e-15,0.9999999999999999,-0.0,[-0.43553902  0.73309287 -0.04269278],[-0.64447952 -0.55374411  0.08340073],"[[ 0.64007896  0.07374054  0.21357301]
 [-0.50700953 -0.69401438  0.2641372 ]
 [-0.14018574  0.30099309  0.40327623]]",2.2548240993928874,1.2418195761065585,1.8691703685322456,0.5206322305100143,0.2603161202272809
17,4.858412883186251e-15,0.9999999999999996,1.6017132519074588e-16,[ 0.19635673 -0.02141834  0.41956952],[-0.38488797  0.13808887  0.21873729],"[[-0.04224927 -0.11922954  0.89861115]
 [-0.31127949 -0.81981909 -0.12809057]
 [-0.91345801  0.34306884  0.09425245]]",2.6720379540011523,1.6030887105245715,1.8341992604759965,0.8859721575681053,0.4429860908949812
18,0.8430747427787176,0.604767255146814,0.4562572741847753,[-0.11872334  0.46117582 -0.08221551],[ 0.14086301  0.27515992 -0.49672933],"[[-0.15489796  0.3565793  -0.08210236]
 [-0.08151471 -0.06222987 -0.63441699]
 [ 0.47203235 -0.17610108 -0.13610528]]",1.764714045121812,0.9182787546306835,0.9347650109560562,0.5227456970827302,0.16208868247900932
19,4.352583750728763e-15,0.9999999999999993,3.203426503814918e-16,[ 0.82033803  0.3201546  -0.00263085],[ 0.363011   -0.10135539 -0.79587089],"[[ 0.41739669  0.06168035 -0.84821557]
 [ 0.06782037 -0.47521852 -0.31081561]
 [ 0.42130394 -0.07194046  0.20463164]]",2.2131783698489,1.2037770758672548,1.3695956087471228,0.47385611497375124,0.2369280609128851
20,2.3348686291555385e-15,0.9999999999999996,6.406853007629837e-16,[-0.0710401   0.98063126 -0.11315949],[ 0.78292572 -0.55216074  0.2482645 ],"[[-0.08331469 -0.04705852 -0.12806805]
 [ 0.79151024 -0.54978985  0.2310647 ]
 [-0.00731139  0.14459832 -0.11114635]]",2.0204064663785894,1.0203044372598848,1.9404525004343158,0.14321512063737105,0.07160756305395632
21,2.3077122002572966e-15,1.0000000000000002,-0.0,[-0.59929623 -0.35937566  0.09647756],[-0.27908214  0.6467482   0.03800893],"[[ 0.33651429 -0.75679425 -0.41900097]
 [ 0.36970218 -0.42890193  0.55758367]
 [ 0.57476128  0.40493713 -0.13178985]]",2.4514365149055966,1.4158991819004092,1.9788008829521,0.7087913816077601,0.3543956992731161
22,0.6363501563743239,0.7300391810620175,0.2530073145331454,[-0.13118539 -0.26753847 -0.34169749],[ 0.52372474  0.07626762 -0.07894689],"[[-0.56208678 -0.12215744 -0.16901096]
 [-0.46021895  0.55426364  0.2810233 ]
 [-0.31953268 -0.29446705  0.53108541]]",2.155715891567987,1.195105078296475,1.0508252772559428,0.6079758393124369,0.2636004503709314
23,2.6634583218701825e-15,0.9999999999999997,3.203426503814918e-16,[-0.51295685 -0.30818286 -0.55510587],[-0.3635198  -0.12213033 -0.72054248],"[[ 0.4398468  -0.32580661  0.54522073]
 [-0.30953883  0.05764017  0.57410458]
 [ 0.42026566  0.48908031  0.47547431]]",2.309767149781835,1.291321858835221,1.3368838270418077,0.5777162485183862,0.2888581276132044
24,1.6646372405233752e-15,1.0000000000000004,-0.0,[-0.06899506 -0.47837745  0.39494155],[ 0.31053084 -0.47906854 -0.25228569],"[[ 0.61765047  0.44527062  0.18819713]
 [-0.46175724  0.77724251 -0.14810529]
 [ 0.33486327 -0.19377999 -0.78530924]]",2.5380432337970733,1.4902455261840426,1.3679741800094931,0.7812911381388169,0.39064557598793337
25,0.8349387745713128,0.6099768399614302,0.4451732683675749,[ 0.63527605 -0.28417439  0.33446226],[0.22896123 0.08324177 0.46675191],"[[ 0.07080314  0.32899268  0.30199616]
 [-0.01204749  0.20205284 -0.19107372]
 [ 0.23865283 -0.37706401  0.29229912]]",1.4907080431637296,0.7526631558101823,0.9006612485180547,0.12856768100151292,0.053296922699861526
26,0.5980968311391811,0.7515440626659315,0.22660529931592113,[-0.54545911 -0.38754618  0.62432372],[ 0.6411875  -0.20448876 -0.03186296],"[[-0.43429961  0.31891997 -0.00830813]
 [-0.3799892   0.05935008 -0.26368122]
 [ 0.40737935  0.02430291 -0.20084932]]",1.6298848311428953,0.8454147824903115,1.058339195907176,0.23591442330593354,0.09000195407486
27,0.86792152485776,0.588719930275282,0.49285375031557277,[ 0.08043727  0.26334448 -0.16318215],[-0.21557104 -0.33420201  0.00596802],"[[-0.33347945 -0.37638366  0.19180227]
 [ 0.07872209 -0.03836493  0.40718097]
 [ 0.7510839  -0.18928718 -0.17649366]]",1.9724821290743875,1.0460560981164844,1.089796663739659,0.464888301035526,0.19437713420212432
28,6.516440089757364e-15,1.0000000000000002,-0.0,[-0.39561104 -0.35093379  0.10291276],[0.4505759  0.26406642 0.13230247],"[[-0.7759634  -0.35858678  0.36817219]
 [-0.48809481 -0.11401266 -0.76266994]
 [-0.26908964  0.7986827   0.10017031]]",2.6151453823798465,1.555471853005163,1.974124895920603,0.8424644391007541,0.4212322229915637
29,5.112838062669553e-15,0.9999999999999998,6.406853007629837e-16,[ 0.69524319  0.53995494 -0.41350682],[-0.4549417  -0.17438452 -0.84173654],"[[-0.19298457 -0.17205707 -0.68601319]
 [-0.39698383 -0.19771824 -0.38595383]
 [ 0.25735273 -0.12574382  0.37821111]]",2.0533851910358267,1.0527085880634863,1.2694060586280855,0.2325890862251683,0.1162945459719733
30,0.378560880613285,0.8639399858846226,0.11001347120307525,[-0.25008809  0.0921954  -0.79534899],[ 0.44744292 -0.01838867  0.63348607],"[[-0.48397853 -0.20753226 -0.0984124 ]
 [ 0.22663775 -0.32873926  0.09506083]
 [-0.33582432 -0.02419689 -0.76253782]]",2.0187058559008615,1.0725147929341479,0.6204254239123985,0.4049424380973446,0.17885199765946425
31,0.8506224027785296,0.5999144649238034,0.4669128522847958,[-0.09963571  0.33989759  0.02302114],[-0.32658648 -0.55323103  0.27045362],"[[-0.17217386  0.17478089 -0.25343247]
 [-0.7038169  -0.18890125  0.01780705]
 [ 0.24724699 -0.23309604 -0.1286768 ]]",1.689913508819067,0.8875819840215627,1.0813186366908143,0.2724925969832789,0.11703732070333617
32,5.205223107660489e-15,1.0000000000000004,6.406853007629837e-16,[-0.19892565 -0.27716136 -0.50965815],[-0.59208731 -0.01339718 -0.1593562 ],"[[ 0.43640766 -0.60765543 -0.32207668]
 [ 0.27598929 -0.28350246  0.737654  ]
 [ 0.84131111  0.41763555  0.03723344]]",2.5486143187214148,1.499238964540313,1.7831881594709948,0.7898472754824211,0.3949236433786777
33,2.558010807324304e-15,1.0000000000000007,1.6017132519074588e-16,[-0.13329952 -0.65609995  0.65918471],[-0.88301923  0.02876845 -0.31970267],"[[ 0.11712785 -0.34259167  0.06261301]
 [ 0.74002634 -0.00077932  0.00819524]
 [-0.57931395 -0.02641166 -0.46417869]]",2.1139911152270954,1.1110712027721488,1.4967844751217736,0.3424026865078345,0.17120134988864333
34,7.803775694114387e-15,1.0000000000000002,-0.0,[-0.10873341 -0.59107093 -0.43215501],[0.51224326 0.24907796 0.47277137],"[[-0.58141272  0.18698901  0.3014491 ]
 [-0.50578141 -0.64306243 -0.36342119]
 [-0.34726331  0.25612476 -0.67277076]]",2.4100242704411956,1.3798943771382683,1.4546848306989353,0.6723497841875817,0.3361748971996956
35,0.6366483440497406,0.7298694257004273,0.2532225071972976,[-0.53710493 -0.65255233  0.02889856],[-0.26056552  0.70622757 -0.03235367],"[[ 0.17808224 -0.49254218  0.0242775 ]
 [ 0.04574273 -0.47280098  0.00683425]
 [-0.13795569 -0.04773331  0.33874355]]",1.5867140076151645,0.7978958512894265,1.276866053493255,0.19131796875197193,0.056996229748436544
36,0.30234095074698575,0.8981819384511356,0.07978886412674327,[0.23077447 0.2086261  0.47358321],[-0.16627575  0.39487063  0.33887134],"[[ 0.1142983   0.79352598 -0.24923424]
 [ 0.49116176  0.11648585  0.53514363]
 [-0.52870881  0.35420444  0.56763911]]",2.42199836591831,1.404728006411179,1.2758733415790888,0.7169235797694918,0.3556058408188769
37,2.0668232894755884e-14,0.9999999999999998,-0.0,[-0.02061613  0.29150555  0.0126549 ],[-0.21476572  0.16601084 -0.10898046],"[[-0.21743726 -0.75947524 -0.53924277]
 [-0.72510001  0.52850434 -0.44082646]
 [-0.62250676 -0.29305199  0.6642329 ]]",2.7672653258459157,1.6819270768420824,1.6345683708068377,0.9562632076559089,0.4781316099954269
38,0.6538661027896739,0.720012354022967,0.26591379581378966,[ 0.09003347 -0.45871354  0.14188969],[-0.46974425  0.18681733 -0.02599375],"[[ 0.31424185  0.06718429 -0.43637161]
 [ 0.61794166 -0.52544741  0.25520889]
 [ 0.15101544  0.46471398  0.36004374]]",2.136506113983835,1.176926735220986,1.2308530710547623,0.6312853558512351,0.2581583834174336
39,0.606875362001018,0.7466570726151436,0.23246108188732392,[0.11519662 0.62208245 0.13904779],[-0.57856685 -0.21833402 -0.44989255],"[[-0.08439374 -0.33539614  0.23628918]
 [-0.72830511 -0.20689135 -0.29668004]
 [-0.21704157  0.28749341  0.12557128]]",1.881905615896967,0.9910724040775002,1.1938343478610944,0.4587876473566326,0.16339392195655467
40,0.6178288730899014,0.7405190155585439,0.23993318811866735,[-0.50470823 -0.06415783 -0.07327846],[-0.5349944  -0.13739986 -0.26683386],"[[ 0.62248139 -0.00445769  0.6136129 ]
 [-0.14565994 -0.43409637  0.2224776 ]
 [-0.2944404   0.35849959  0.28838872]]",2.0952476655066943,1.14959195716416,1.269318380305899,0.5654450478873164,0.24029744447347634
41,0.7876110954616398,0.6398366755736781,0.3875611374894418,[-0.08445694  0.35829582  0.51364491],[-0.03605251  0.01106202  0.57253227],"[[ 0.08458682 -0.13993402  0.21830607]
 [-0.57273785 -0.0791881   0.37540186]
 [ 0.15859733  0.30693117  0.40225811]]",1.7601303818512066,0.9114775906691505,0.7452575357702862,0.3791960371643944,0.1410671899689846
42,1.1813622528551276e-14,0.9999999999999998,-0.0,[-0.61320969 -0.65727245  0.12727455],[ 0.76361029 -0.27395271  0.40753066],"[[-0.7245354   0.15878906 -0.04035601]
 [-0.45302846  0.33404421 -0.53940221]
 [ 0.16935864  0.33766637  0.22195917]]",2.1686567161299353,1.1625557948794274,1.8395765801705168,0.41924691782298185,0.20962346487444372
43,2.2790194689830757e-15,0.9999999999999994,3.203426503814918e-16,[-0.32807977  0.21877612  0.71494284],[ 0.57338291 -0.56053427  0.15386997],"[[-0.42396315  0.27064076  0.43359262]
 [ 0.53406744  0.21677515  0.22136148]
 [ 0.44401868 -0.72616677  0.34645332]]",2.309421921928873,1.2910130931724997,1.4860290823408058,0.5773711094938595,0.2886855570388882
44,9.150595556656695e-15,0.9999999999999998,1.1211992763352217e-15,[ 0.33125489 -0.65537816 -0.56484501],[-0.0210911   0.48576274 -0.78859999],"[[-0.33021416  0.06382761 -0.37190621]
 [-0.17563964 -0.21620219  0.7025864 ]
 [ 0.04747572 -0.57170611  0.36283309]]",2.1370070472732334,1.1328722611343838,1.2150465841036673,0.37643030541266775,0.18821515615371287
45,9.827722584697289e-15,0.9999999999999999,3.203426503814918e-16,[ 0.62697013  0.26224863 -0.36118488],[-0.62943264 -0.22071798  0.3839512 ],"[[-0.47183679 -0.50275274  0.57042166]
 [-0.3174292   0.44686353  0.41953025]
 [ 0.69316217  0.06283868  0.23175768]]",2.3729134854007814,1.347352665265647,1.619876900623449,0.6384979167995751,0.31924896331046293
46,0.706840321620639,0.689012451467865,0.3086111857201673,[-0.30931385  0.30551663 -0.36104439],[0.19607046 0.28752432 0.47189444],"[[ 0.03124615  0.02066906 -0.74794048]
 [ 0.00450277  0.35222311  0.18468619]
 [-0.34518396 -0.08226425 -0.49795062]]",2.006942570408631,1.0454104772870865,0.9202157771101632,0.2936209025568314,0.1464544226639315
47,6.552857445269033e-15,1.0000000000000007,-0.0,[-0.60948332 -0.26370762  0.20408744],[ 0.06432828  0.60281978 -0.33931327],"[[-0.27783405 -0.60637321  0.666278  ]
 [-0.11051552 -0.64753122 -0.39416754]
 [-0.65731985  0.30617516 -0.18214214]]",2.46360442788022,1.4264197799159655,1.8742656591405895,0.7192612019117388,0.359630607105317
48,1.694183328392555e-15,1.0000000000000002,-0.0,[0.0926487  0.31266807 0.89030797],[-0.51755736 -0.36927886  0.70339242],"[[-0.27499399 -0.12443922 -0.13595432]
 [-0.31051307  0.13813863  0.28856071]
 [-0.44365772 -0.45033997  0.70286318]]",2.098577243700106,1.0963636367045233,0.8832302821858057,0.3178153654153536,0.15890768699466973
49,1.694183328392555e-15,0.9999999999999999,-0.0,[-0.47610141  0.13724237  0.62169595],[ 0.10377626 -0.30501755  0.72677965],"[[-0.47809249  0.45904349 -0.39416409]
 [ 0.28536706  0.44091765  0.3331349 ]
 [-0.26220003 -0.23641602  0.79363127]]",2.3392187808351923,1.3175629974714842,1.0471492016496389,0.6066185919747765,0.3033093001183035
50,0.4585035062929971,0.8252733466866871,0.14675103721294783,[ 0.17772283  0.26094256 -0.0013453 ],[-0.05424002  0.11124574 -0.24319891],"[[ 0.61648731  0.29271394 -0.35627605]
 [-0.46859203  0.29959864 -0.7430335 ]
 [ 0.06530902 -0.6486388  -0.49784235]]",2.4895917928738696,1.4584072982618137,1.2954978512532684,0.7637418723004967,0.37762555393416686
51,0.5170482080333388,0.7952811911870797,0.17748963369567936,[-0.53620243  0.43486751 -0.38857394],[ 0.15778212 -0.64502321 -0.05469453],"[[-0.23000417  0.65091599 -0.12578807]
 [ 0.32953887 -0.27451116 -0.39478698]
 [ 0.37244214  0.35708944  0.10544866]]",1.9535557896637006,1.053361582574559,1.36291705273903,0.4655434472835736,0.192944877595418
52,0.7469937654424673,0.6648502468812852,0.34538526193368035,[0.17508355 0.32683148 0.49670765],[ 0.0560268  -0.07730154 -0.53548046],"[[-0.18666226  0.08507379  0.08787179]
 [-0.08790916 -0.22572697 -0.36096209]
 [ 0.01566435  0.05768774 -0.85849066]]",1.9368064365614603,0.9896239566076079,0.39888549113231664,0.24397248626356344,0.10978149182806984
53,3.880910503500991e-15,1.0000000000000004,8.008566259537297e-16,[-0.20536617  0.4412366  -0.5910708 ],[-0.33691058  0.33956225  0.59784482],"[[ 0.55675626  0.31867088 -0.21075318]
 [-0.46523717  0.61294401  0.1277265 ]
 [ 0.02925539 -0.22764302 -0.84288657]]",2.378041466278882,1.3518656026657778,1.0969688618407036,0.6432497824902363,0.32162489946965134
54,5.198860816009444e-15,0.9999999999999993,3.203426503814918e-16,[0.32483106 0.69421013 0.24332485],[ 0.37662448  0.29770341 -0.6451175 ],"[[-0.291058    0.2419076  -0.5618107 ]
 [ 0.60948637  0.10153575 -0.67342012]
 [ 0.19750367  0.61085891  0.02001906]]",2.3266715184621085,1.3064073550816326,1.5844500421413632,0.5944325648601375,0.29721628854493054
55,3.95544591195301e-15,1.0,8.008566259537297e-16,[-0.35182008 -0.49433264 -0.32450952],[ 0.19370281 -0.65577397  0.07673507],"[[ 0.39677418  0.67591072  0.18985196]
 [-0.6348579   0.58502126  0.16006805]
 [-0.05998268  0.39684478 -0.68612985]]",2.471073815197529,1.4328652763178529,1.5114201231984001,0.7256386431884891,0.3628193248845485
56,0.7312639440598467,0.6743831482274368,0.33046122481098833,[ 0.23313789 -0.55910096 -0.34560087],[ 0.58012108 -0.01742189  0.13046809],"[[ 0.35881296  0.42038315 -0.01095221]
 [-0.46471536  0.35821115 -0.2226334 ]
 [-0.08153996 -0.27624872 -0.27365589]]",1.7732847374484961,0.9258939309960369,1.1249253662859167,0.35582042830900806,0.144028791570747
57,0.920728437809974,0.5539328492316675,0.5902787277416327,[-0.22014369 -0.0914037  -0.28290737],[ 0.47871143 -0.28227702 -0.39975048],"[[ 0.22660121  0.37688027  0.25264195]
 [ 0.07884348  0.35281704  0.33937282]
 [-0.23578396  0.22099488 -0.05209474]]",1.5477873607195838,0.7811731822642967,0.8754632992993026,0.24772022534672658,0.08375410866161026
58,0.6586431576325567,0.7172583675367763,0.26953060503310095,[ 0.34448644 -0.33767699  0.3395598 ],[-0.43833388 -0.2199883  -0.4211299 ],"[[-0.00612617 -0.23041729 -0.42616833]
 [ 0.46267462  0.2831991  -0.00853772]
 [-0.70023602  0.20383761 -0.20538335]]",1.9781685176245525,1.0503114360132983,1.1206948780454502,0.3561089910907122,0.1759984702064381
59,0.12620406205590376,0.9659309033010075,0.02522850011244437,[-0.06712851 -0.12937328 -0.85286653],[-0.48700896 -0.58988326  0.38817813],"[[-0.21596774  0.36986186  0.15915287]
 [-0.17743658  0.08870803 -0.45045141]
 [ 0.59906198  0.63681254 -0.40477411]]",2.1698943508232027,1.1744259712485365,1.12577914884294,0.44996237156621766,0.22452851932989526
60,0.9272795123091786,0.5495532097244713,0.6051437777860667,[0.50666475 0.32945253 0.40070629],[ 0.33585778 -0.10454364  0.05328664],"[[ 0.3114724   0.30253051 -0.0195125 ]
 [-0.18340432 -0.04470778 -0.09323853]
 [ 0.28926519 -0.41427927 -0.23932899]]",1.4570850656842078,0.7388030103184147,0.8908372367994191,0.3825760551607514,0.10264591701175507
61,0.7427873509610146,0.6674079798836404,0.34132433620713737,[ 0.03206402  0.67424297 -0.27157211],[ 0.47958297 -0.64726699 -0.0045708 ],"[[-0.08880094 -0.04207686  0.1053273 ]
 [ 0.32821253 -0.4619474   0.18322783]
 [-0.21872137  0.03643881  0.25819668]]",1.4002903452763553,0.7009090967252966,1.1510843447831056,0.11694158154449961,0.021217657555997582
62,0.709573381618366,0.6873858752107938,0.31098176304643255,[-0.22727677  0.47445573 -0.13442183],[-0.46987205 -0.22187629 -0.61504492],"[[ 0.31093692  0.44335624 -0.03959374]
 [-0.18935637 -0.18591682 -0.48699245]
 [ 0.23096111 -0.35890221  0.14789072]]",1.694788443467058,0.8980101486056845,0.9789916731611221,0.29755111625587505,0.13236370335827807
63,3.2051542033932135e-15,1.0000000000000002,-0.0,[0.42249847 0.69974478 0.49581637],[ 0.30776367 -0.25802166 -0.8675759 ],"[[ 0.32212559  0.07262305 -0.39431506]
 [ 0.05226241 -0.16808812 -0.73802181]
 [ 0.27247134 -0.34505922 -0.37221739]]",2.084244140122929,1.0826064925994041,1.1481021558235907,0.29328894526586796,0.14664447561124827
64,0.7736621364721372,0.6484912294281848,0.3724296078606238,[-0.30930434 -0.33677282  0.39580837],[-0.22788291 -0.59102119  0.33354823],"[[-0.01950168  0.19286434  0.1390849 ]
 [ 0.43592034  0.34510257  0.08013661]
 [ 0.23112681 -0.47048827  0.26168657]]",1.6535357155962047,0.8460049983656531,1.01253518570863,0.36111681264413514,0.11598508713403377
65,0.8151290593504588,0.6225678092846616,0.4197467051030846,[0.22164279 0.44818124 0.00860946],[-0.36945757 -0.53517855 -0.6426316 ],"[[-0.14961783 -0.28372955 -0.05496012]
 [-0.14255151 -0.44633945 -0.19271516]
 [ 0.0447568   0.14554332 -0.13616628]]",1.2682150313831135,0.63585754434122,0.8406638508253614,0.07839337641829429,0.020212608801585707
66,0.490585117407612,0.8090084478372537,0.16315442581435757,[-0.06130121  0.0527861  -0.7958459 ],[-0.67014489 -0.18341079  0.27077797],"[[-0.18695493 -0.06959904 -0.36710148]
 [-0.07416644 -0.37392194 -0.05049312]
 [ 0.78974526  0.21979032 -0.21361558]]",1.9433124600495868,1.0198355151708596,0.931396897488831,0.31003851494418494,0.15315188033947402
67,0.6457697811561214,0.7246609412340719,0.2598800019261053,[-0.55488484 -0.07526372  0.39633227],[-0.42098498  0.02064476 -0.83840241],"[[ 0.1696643   0.15573779  0.53962932]
 [ 0.0475361   0.00512667  0.12907447]
 [-0.31113708 -0.0675465  -0.2878793 ]]",1.4785892785836223,0.7398848012168869,0.6364270450139167,0.17488684093483978,0.030547017947512245
68,4.556514826232992e-15,0.9999999999999997,3.203426503814918e-16,[-0.90850471 -0.12507406  0.2176906 ],[ 0.40329787 -0.14505953  0.83947726],"[[-0.46028933  0.2149342  -0.8239565 ]
 [ 0.23987858  0.08722044 -0.24916032]
 [ 0.06948138  0.28075726  0.27445105]]",2.108636037370329,1.1059715046276832,1.3476284504983287,0.3340456236751714,0.16702281619902337
69,4.86644260673944e-15,1.0,-0.0,[-0.30462105 -0.72613032 -0.14076949],[ 0.50381708 -0.51531871 -0.34711707],"[[-0.48809783 -0.17504378  0.42899754]
 [-0.54387802  0.742727    0.19985814]
 [ 0.28268991  0.20831316  0.50658939]]",2.332487699416772,1.311582797220699,1.71588731792502,0.6001039063116856,0.30005196090953834
70,2.5074899285981394e-15,0.9999999999999996,4.805139755722377e-16,[-0.09086874 -0.21045236 -0.22171117],[-0.1220787   0.20231219 -0.21417221],"[[-0.69003443 -0.61005539  0.24132731]
 [ 0.22199186  0.08975243  0.94087786]
 [ 0.62271353 -0.74766569 -0.02601069]]",2.7555738651975097,1.6723019055421096,1.9265762631961187,0.9477852069770174,0.47389261221290546
71,9.814044192928246e-15,0.9999999999999996,1.6017132519074588e-16,[-0.51597078 -0.07869127  0.03525733],[-0.18236508 -0.29733931  0.38986351],"[[ 0.26260369  0.49102921 -0.82613209]
 [ 0.23899201  0.69440841  0.43955756]
 [-0.79593838  0.30238502 -0.05125661]]",2.6278042214495634,1.5661026508929978,1.8828925017251157,0.852255081522025,0.42612755032004135
72,0.6161492824131554,0.7414631056612461,0.23877522289754538,[0.54147508 0.28096371 0.29982255],[0.75364839 0.39962225 0.07452756],"[[ 0.53796988  0.2687118   0.16186644]
 [ 0.46988137 -0.08703269  0.02770849]
 [ 0.31595566 -0.02224707  0.23089514]]",1.724103648025061,0.8778295931429998,1.2791683859175644,0.2051533663053843,0.07866029143820064
