# Model Parameters for Reconstruction:
# exp_name: 3q_128_cls_moe_64h
# num_qubits: 3
# d_model: 128
# use_physics_mask: False
# pooling_type: cls
# mlp_type: mixture_of_experts
# matrix_dim: 8
# device: cuda:0
# batch_size: 512
# epochs: 20
# lr: 0.0001
# train_ratio: 0.8
# val_ratio: 0.1
# pytorch_version: 2.5.1+cu121
# mask_threshold: 1
# dummy_test: False
# nhead: 64
# use_cls_token: True
# data_folder: Decoded_Tokens
# labels_path: Label/magic_labels_for_input_for_3_qubits_mixed_10000_datapoints.npy
# experiment_info: {'exp_name': '3q_128_cls_moe_64h', 'timestamp': '20250902_180043', 'exp_dir': 'experiments/3q_128_cls_moe_64h_20250902_180043', 'model_path': 'models/best_3q_128_cls_moe_64h_20250902_180043.pth', 'log_path': 'experiments/3q_128_cls_moe_64h_20250902_180043/3q_128_cls_moe_64h.csv'}
# training_started: 2025-09-02T18:00:43.593033
#
epoch,split,mse,mae,r2,spearman,pearson,lr,loss,acc@0.01,acc@0.05,acc@0.1,acc@0.2,acc@0.3,acc@0.4,acc@0.5
1,val,0.019541004672646523,0.12471823394298553,-0.10952067375183105,0.019029030389364928,-0.066083126,0.0001,0.019532982259988785,0.032,0.137,0.365,0.867,1.0,1.0,1.0
2,val,0.018350237980484962,0.12059180438518524,-0.04191005229949951,0.01715146400866144,-0.054835655,0.0001,0.018339592032134533,0.022,0.154,0.39,0.887,1.0,1.0,1.0
3,val,0.01803516037762165,0.11912772804498672,-0.02402019500732422,0.07065271984920816,0.010525345,0.0001,0.018023520708084106,0.022,0.168,0.399,0.888,1.0,1.0,1.0
4,val,0.017844799906015396,0.11802391707897186,-0.013211607933044434,0.053257908345960954,-0.010399922,0.0001,0.017832313664257526,0.027,0.171,0.404,0.892,1.0,1.0,1.0
5,val,0.017924929037690163,0.11852847039699554,-0.01776134967803955,0.1037221747158388,0.04041756,0.0001,0.017912822775542736,0.024,0.168,0.397,0.892,1.0,1.0,1.0
6,val,0.0176184494048357,0.11574691534042358,-0.0003597736358642578,0.12586671252386475,0.0809979,0.0001,0.01760408002883196,0.035,0.185,0.428,0.884,1.0,1.0,1.0
7,val,0.017634224146604538,0.1161000058054924,-0.0012553930282592773,0.16682218736185056,0.12422697,0.0001,0.017620179802179337,0.035,0.187,0.423,0.884,1.0,1.0,1.0
8,val,0.017680848017334938,0.11674266308546066,-0.0039025545120239258,0.32753558017891493,0.307312,0.0001,0.017667383886873722,0.032,0.186,0.414,0.89,1.0,1.0,1.0
9,val,0.01778990961611271,0.11767163872718811,-0.01009511947631836,0.3470684459005558,0.3210171,0.0001,0.017777197062969208,0.029,0.173,0.405,0.891,1.0,1.0,1.0
10,val,0.017808305099606514,0.1178094670176506,-0.011139631271362305,0.3737610123423828,0.35945988,0.0001,0.017795711755752563,0.028,0.173,0.402,0.891,1.0,1.0,1.0
11,val,0.017919890582561493,0.11852054297924042,-0.017475366592407227,0.4026003565882831,0.35006684,0.0001,0.017907844856381416,0.024,0.168,0.397,0.891,1.0,1.0,1.0
12,val,0.017926150932908058,0.1185586079955101,-0.017830729484558105,0.4319217895543838,0.40152913,0.0001,0.017914121970534325,0.024,0.168,0.397,0.891,1.0,1.0,1.0
13,val,0.0179799422621727,0.11886454373598099,-0.020884990692138672,0.45738021298931025,0.4328905,0.0001,0.01796815637499094,0.022,0.169,0.4,0.885,1.0,1.0,1.0
14,val,0.01792881079018116,0.118585504591465,-0.017981767654418945,0.47715645918664695,0.45035803,0.0001,0.017916820012032986,0.024,0.167,0.396,0.891,1.0,1.0,1.0
15,val,0.017606742680072784,0.1158444955945015,0.00030493736267089844,0.6332260072002671,0.6201853,0.0001,0.017592542804777622,0.037,0.187,0.426,0.883,1.0,1.0,1.0
16,val,0.017915477976202965,0.11852285265922546,-0.017224669456481934,0.569364075049045,0.5741533,0.0001,0.01790346670895815,0.024,0.168,0.396,0.89,1.0,1.0,1.0
17,val,0.017637502402067184,0.11640959233045578,-0.0014415979385375977,0.7288779065780517,0.72250617,0.0001,0.017623847350478172,0.037,0.188,0.418,0.888,1.0,1.0,1.0
18,val,0.018119506537914276,0.11958739906549454,-0.028809309005737305,0.721132790217803,0.7035418,0.0001,0.018108283169567585,0.02,0.162,0.395,0.888,1.0,1.0,1.0
19,val,0.017580250278115273,0.115458182990551,0.001809239387512207,0.7698909737864813,0.73047924,0.0001,0.01756573561578989,0.036,0.189,0.428,0.885,0.999,1.0,1.0
20,val,0.017806651070713997,0.11789358407258987,-0.011045575141906738,0.7479934432558349,0.6740985,0.0001,0.0177942281588912,0.027,0.173,0.404,0.893,1.0,1.0,1.0
final,test,0.017499679699540138,0.1149837002158165,2.396106719970703e-05,0.7973728188492603,0.7631266,0.0001,,0.038,0.196,0.426,0.893,0.999,1.0,1.0
